filename,animation_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,stroke_width,opacity,stroke_opacity,fill_r,fill_g,fill_b,stroke_r,stroke_g,stroke_b,svg_fill_r,diff_fill_r,svg_fill_g,diff_fill_g,svg_fill_b,diff_fill_b,svg_stroke_r,diff_stroke_r,svg_stroke_g,diff_stroke_g,svg_stroke_b,diff_stroke_b,rel_width,rel_height,rel_x_position,rel_y_position,nr_paths_svg,animated,animated_animation_ids,rel_position_to_animations,rel_x_position_to_animations,rel_y_position_to_animations
logo_156,19,0.41234933427510173,-0.019558600308103382,-1.2829658229398027,2.3448908360372123,2.1963138566710056,1.4207960582024424,-1.1755488334089284,-0.5902242224269347,-2.5703204978368115,0.8691514426219862,0,1.0,1.0,-1.2980356450683386,-0.7363643162823148,0.3769692185133061,22,65,148,0.8302658780105463,-2.0633313680891963,1.0662449209546958,-1.6726517785131536,1.1792020766800426,-0.5519204649191246,22.40909090909091,-0.40909090909091,24.363636363636363,40.63636363636364,28.0,120.0,-0.0984012483703285,0.2409124129563468,0.38623561209272417,-0.5750770679872244,-0.09026746610579557,1,"[18, 19, 20, 21]","(0.690655577299413, 0.42758454129383683)",0.7384791275971389,-0.3112963716057613
logo_156,20,0.017888015502739104,0.5590956897815516,-0.8792702935840404,-0.0926446753099901,-1.008051583055398,-0.06456799409465029,-0.857726354049093,1.3070986651528396,-2.5145904117416005,-0.8263652923760401,0,1.0,1.0,0.015112153762506755,0.3136627761438765,0.4643831941149672,157,157,156,0.8302658780105463,-0.6457081783706238,1.0662449209546958,-0.5308095357790688,1.1792020766800426,-0.45054135388749,22.40909090909091,134.5909090909091,24.363636363636363,132.63636363636363,28.0,128.0,0.24186120613548284,-0.7883143029230449,0.38623561209272417,-1.8293356646080474,-0.09026746610579557,1,"[18, 19, 20, 21]","(0.690655577299413, 0.08467041927508022)",0.7384791275971389,-1.8397596798189193
logo_156,21,0.7362598413093281,-0.19159503496169566,-0.08082590976627363,-0.39746817804674595,1.0653455731271997,0.7393703378998019,-1.1207202747249716,0.34997334558825893,0.09251159368078618,-1.2613355595632598,0,1.0,1.0,0.015112153762506755,0.3136627761438765,0.4643831941149672,157,157,156,0.8302658780105463,-0.6457081783706238,1.0662449209546958,-0.5308095357790688,1.1792020766800426,-0.45054135388749,22.40909090909091,134.5909090909091,24.363636363636363,132.63636363636363,28.0,128.0,0.24186120613548284,-0.765435421112798,0.38623561209272417,0.632730421938947,-0.09026746610579557,1,"[18, 19, 20, 21]","(0.690655577299413, 0.7577989373454678)",0.7384791275971389,1.1605607372160176
logo_157,11,0.17103259440519103,-0.917604077024413,-0.38855486680906015,-1.0824869838157394,0.17739558007948725,-1.3281938178861339,-0.3749874659784383,0.346100173159589,0.193045911256079,0.12629889961392088,0,1.0,1.0,0.015112153762506755,0.3136627761438765,0.4643831941149672,157,157,156,0.3819021124162761,-0.2881998386065799,0.5633536540475326,-0.1195808440117932,0.7007434481876531,-0.04921063820884877,32.86666666666667,124.13333333333333,35.733333333333334,121.26666666666668,41.06666666666667,114.93333333333334,-1.0534611967359169,-0.9648322290400877,-0.07766863051149764,-0.8789307660452106,-0.4805084707197303,1,"[11, 13, 14, 12]","(0.981112476462424, 0.24985658685541312)",1.9100244366229384,-1.1034791362107486
logo_157,13,-0.8110073970583837,-1.2549807869554388,0.8458370648057588,-0.5581641550388063,-0.04196438380312516,-0.060154075653924444,-0.30940244675914363,0.6211045213398593,-1.1647369098744216,-0.19344075105089503,0,1.0,1.0,0.015112153762506755,0.3136627761438765,0.4643831941149672,157,157,156,0.3819021124162761,-0.2881998386065799,0.5633536540475326,-0.1195808440117932,0.7007434481876531,-0.04921063820884877,32.86666666666667,124.13333333333333,35.733333333333334,121.26666666666668,41.06666666666667,114.93333333333334,-0.24810433421332817,-0.5008218538859011,-1.3284319431424882,-1.6346966160739163,-0.4805084707197303,1,"[11, 13, 14, 12]","(0.25042433940079745, 0.10000088254242823)",-1.0371744827421099,-1.7714275549588958
logo_157,14,-0.28719033900312846,-1.7215160223388273,0.9551602861377189,-0.11977776652089844,1.005201601491556,0.28557414353803406,-0.9284622666811483,-0.11128162621917857,0.1618692265859175,-0.7520535978366872,0,1.0,1.0,0.015112153762506755,0.3136627761438765,0.4643831941149672,157,157,156,0.3819021124162761,-0.2881998386065799,0.5633536540475326,-0.1195808440117932,0.7007434481876531,-0.04921063820884877,32.86666666666667,124.13333333333333,35.733333333333334,121.26666666666668,41.06666666666667,114.93333333333334,-0.24810433421332817,-0.4635787419903278,-1.3284319431424882,2.3747124330138822,-0.4805084707197303,1,"[11, 13, 14, 12]","(0.25042433940079745, 0.8949995146016645)",-1.0371744827421099,1.772101746280354
logo_157,12,-0.5225611401663334,-1.6762554647045307,0.08348954602058435,2.4547657769736078,1.891282456185861,1.223332589757822,-0.4715081475787128,-0.2055961447603886,-2.1150170106802886,0.7759871818428501,0,1.0,1.0,-1.2980356450683386,-0.7363643162823148,0.3769692185133061,22,65,148,0.3819021124162761,-1.7058230283251523,0.5633536540475326,-1.2614230867458784,0.7007434481876531,-0.1505897492404834,32.86666666666667,-10.866666666666667,35.733333333333334,29.266666666666666,41.06666666666667,106.93333333333334,-0.46587348173239423,1.175282537601548,-1.3284319431424882,0.4078295828552527,-0.4805084707197303,1,"[11, 13, 14, 12]","(0.25042433940079745, 0.5049996028559072)",-1.0371744827421099,0.03376401962016541
logo_158,11,0.48060982305620803,-0.34287301908720735,0.1803240077288107,-0.9973939161823864,-0.5666153661155934,0.47844253719393204,-0.3219277364031452,-1.6085619816697516,-0.03178916632312664,0.44044944582610596,0,1.0,1.0,-1.2980356450683386,-0.7363643162823148,0.3769692185133061,22,65,148,0.3522705951974291,-1.682195975163176,0.5400810199653098,-1.2423923827003103,0.6987290783040377,-0.14890009738995624,1.8333333333333333,20.166666666666668,5.416666666666667,59.583333333333336,12.333333333333334,135.66666666666666,-0.8469809569999992,2.384773077173196,0.22498598066945058,0.31891800482240085,-0.6477546155542738,1,[11],"(0.9086879661078099, 0.5000000000000001)",1.617903314318938,0.01147940364720856
logo_159,12,0.2686994772959187,0.5201615999821405,-0.03368016761730661,-0.2040316308176025,-0.7909107885241652,0.8626661563652259,-0.3215930754228711,1.6228748128517232,-0.9643726319729456,-1.279897639608816,0,1.0,1.0,0.015112153762506755,0.3136627761438765,0.4643831941149672,157,157,156,0.3636673325892933,-0.27366011358382525,0.549032033073857,-0.10786964152221287,0.699503835951582,-0.04817085245467816,13.76923076923077,143.23076923076923,17.076923076923077,139.92307692307693,23.384615384615383,132.6153846153846,1.3329334682012528,0.013030398972786275,0.38693380416120526,-1.2868067361187998,-0.5920059006094259,1,"[12, 11]","(0.5532684365451553, 0.3279573440947406)",0.18433405225229066,-0.7553624092552873
logo_159,11,0.3870194133139956,-0.7860981342793262,-0.8597504918336363,-0.7181051992838465,-0.6066840641687917,-0.1627025183828649,0.19914973226555932,0.2844369130485593,0.2642382965956311,0.13887268200723718,0,1.0,1.0,-1.2980356450683386,-0.7363643162823148,0.3769692185133061,22,65,148,0.3636673325892933,-1.6912833033023975,0.549032033073857,-1.249711884256298,0.699503835951582,-0.14954996348631278,13.76923076923077,8.23076923076923,17.076923076923077,47.92307692307692,23.384615384615383,124.6153846153846,-0.683251675100698,-0.21860398276755497,0.1724780423195661,-0.23585169866523786,-0.5920059006094259,1,"[12, 11]","(0.47387713073746185, 0.7323917101963077)",-0.1358873374425583,1.0473136821448816
logo_160,11,0.3050497655438895,-0.4049750977078274,-0.1134720264305577,-1.258989463086627,-0.010622467359806924,1.409545917399138,0.5654502041297305,-0.690831534429664,0.8813123900780291,0.6222719853422094,0,1.0,1.0,-1.2980356450683386,-0.7363643162823148,0.3769692185133061,22,65,148,0.3636673325892933,-1.6912833033023975,0.549032033073857,-1.249711884256298,0.699503835951582,-0.14954996348631278,13.76923076923077,8.23076923076923,17.076923076923077,47.92307692307692,23.384615384615383,124.6153846153846,-0.3414398913926013,0.04788449673370276,0.15658601299256816,0.24321039508418074,-0.5920059006094259,1,"[11, 12]","(0.4464280038003342, 0.7311835374357386)",-0.2466022007930682,1.0419285212082567
logo_160,12,0.0924212706379899,1.1797395401064632,0.7204208073522386,0.17810005022633016,-0.4352488648796773,1.6448281079770324,0.17871069031636044,2.5372332655566026,-0.6934746043820673,-1.5769806395048183,0,1.0,1.0,0.015112153762506755,0.3136627761438765,0.4643831941149672,157,157,156,0.3636673325892933,-0.27366011358382525,0.549032033073857,-0.10786964152221287,0.699503835951582,-0.04817085245467816,13.76923076923077,143.23076923076923,17.076923076923077,139.92307692307693,23.384615384615383,132.6153846153846,3.2361027677788905,0.3324973357595352,0.3862308811573014,-1.0705202186031606,-0.5920059006094259,1,"[11, 12]","(0.5, 0.32795884519399154)",-0.030521876918086194,-0.7553557184397748
logo_161,0,0.6161233760574455,-0.020421794637490158,0.15258152696712488,-0.7339148736323059,-1.0130578952357128,0.6915402977654383,0.19275505007803864,-1.6520064916063244,1.444487806689725,0.354985985066924,0,1.0,1.0,-1.2980356450683386,-0.7363643162823148,0.3769692185133061,22,65,148,0.4598220280658365,-1.7679534273807194,0.66403309279454,-1.3437515672908358,0.8233682148527443,-0.25344730564132945,1.8333333333333333,20.166666666666668,5.416666666666667,59.583333333333336,12.333333333333334,135.66666666666666,-0.5202390220172087,2.4788571964212722,0.4314335548765183,0.38261513326507246,-0.6477546155542738,1,[0],"(0.8392192505287809, 0.49999999999999994)",1.33770426208371,0.011479403647207818
